Date,Actual,ARIMA_Forecast,SARIMA_Forecast,Prophet_Forecast,LSTM_Forecast
13-12-2024,436.230011,171.8956829,193.6243917,53.99656056,410.802
16-12-2024,463.019989,171.8956829,193.9042267,53.39139751,419.7065
17-12-2024,479.8599854,171.8956829,193.2812791,51.98396641,434.28006
18-12-2024,440.1300049,171.8956829,194.7625686,51.60552548,451.98898
19-12-2024,436.1700134,171.8956829,193.9019098,50.81974447,450.56406
20-12-2024,421.0599976,171.8956829,193.4401044,50.04992217,438.73914
23-12-2024,430.6000061,171.8956829,193.1939043,50.88237066,420.57477
24-12-2024,462.2799988,171.8956829,194.2467185,50.04046005,409.05646
26-12-2024,454.1300049,171.8956829,193.9761712,50.05609735,415.51962
27-12-2024,431.6600037,171.8956829,193.811101,49.87164959,425.70383
30-12-2024,417.4100037,171.8956829,194.7105378,52.27257604,426.97745
31-12-2024,403.8399963,171.8956829,194.4075245,51.84876644,419.20932
02-01-2025,379.2799988,171.8956829,194.277769,52.48305601,405.58304
03-01-2025,410.4400024,171.8956829,194.557604,52.48574989,385.9793
06-01-2025,411.0499878,171.8956829,193.9346564,54.92702433,380.79623
07-01-2025,394.3599854,171.8956829,195.4159459,54.3479467,384.31763
08-01-2025,394.9400024,171.8956829,194.5552871,54.67295698,385.77112
10-01-2025,394.7399902,171.8956829,194.0934817,54.09740029,386.42593
13-01-2025,403.3099976,171.8956829,193.8472816,55.24124668,386.60397
14-01-2025,396.3599854,171.8956829,194.9000958,54.19892647,389.38104
15-01-2025,428.2200012,171.8956829,194.6295485,54.06846755,390.1738
16-01-2025,413.8200073,171.8956829,194.4644783,53.41308695,400.2459
17-01-2025,426.5,171.8956829,195.3639151,52.65860817,406.45367
21-01-2025,424.0700073,171.8956829,195.0609018,51.70631778,412.891
22-01-2025,415.1099854,171.8956829,194.9311463,51.48457755,416.08936
23-01-2025,412.3800049,171.8956829,195.2109813,50.81334665,413.27448
24-01-2025,406.5799866,171.8956829,194.5880337,50.11758327,407.30557
27-01-2025,397.1499939,171.8956829,196.0693232,50.95236284,399.6441
28-01-2025,398.0899963,171.8956829,195.2086644,50.04706959,390.51343
29-01-2025,389.1000061,171.8956829,194.746859,50.16462383,384.10574
30-01-2025,400.2799988,171.8956829,194.5006589,49.8571744,378.2762
31-01-2025,404.6000061,171.8956829,195.5534731,49.53610288,378.56265
03-02-2025,383.6799927,171.8956829,195.2829258,51.41865833,383.31476
04-02-2025,392.2099915,171.8956829,195.1178556,50.79084907,382.14215
05-02-2025,378.1700134,171.8956829,196.0172924,51.1287245,381.63895
06-02-2025,374.3200073,171.8956829,195.7142791,50.97361641,377.10883
07-02-2025,361.6199951,171.8956829,195.5845236,50.72786758,371.0267
10-02-2025,350.730011,171.8956829,195.8643586,52.3160761,362.15265
11-02-2025,328.5,171.8956829,195.241411,51.40931789,351.47592
12-02-2025,336.5100098,171.8956829,196.7227005,51.38046169,336.59293
13-02-2025,355.9400024,171.8956829,195.8620417,50.77621928,327.02478
14-02-2025,355.8399963,171.8956829,195.4002362,50.00671548,328.78235
18-02-2025,354.1099854,171.8956829,195.1540362,48.07467218,335.63132
19-02-2025,360.5599976,171.8956829,196.2068504,47.33361774,342.78552
20-02-2025,354.3999939,171.8956829,195.9363031,46.02547644,350.1611
21-02-2025,337.7999878,171.8956829,195.7712329,44.57690378,353.50937
24-02-2025,330.5299988,171.8956829,196.6706697,42.52526859,348.64398
25-02-2025,302.7999878,171.8956829,196.3676564,40.48714946,338.92712
26-02-2025,290.7999878,171.8956829,196.2379009,39.41320605,321.35727
27-02-2025,281.9500122,171.8956829,196.5177359,37.87532879,301.97455
28-02-2025,292.980011,171.8956829,195.8947883,36.30654944,285.01
03-03-2025,284.6499939,171.8956829,197.3760778,34.57672874,277.1971
04-03-2025,272.0400085,171.8956829,196.515419,32.86859925,273.7382
05-03-2025,279.1000061,171.8956829,196.0536135,32.22718456,270.29492
06-03-2025,263.4500122,171.8956829,195.8074135,31.21549679,270.06393
07-03-2025,262.6700134,171.8956829,196.8602277,30.25559945,267.46985
10-03-2025,222.1499939,171.8956829,196.5896804,30.71388159,264.46988
11-03-2025,230.5800018,171.8956829,196.4246102,29.80483982,251.57083
12-03-2025,248.0899963,171.8956829,197.324047,29.9704141,239.6744
13-03-2025,240.6799927,171.8956829,197.0210337,29.7573436,235.51091
14-03-2025,249.9799957,171.8956829,196.8912782,29.57191494,234.29477
17-03-2025,238.0099945,171.8956829,197.1711132,32.06613719,237.3687
18-03-2025,225.3099976,171.8956829,196.5481656,31.69972368,238.91803
19-03-2025,235.8600006,171.8956829,198.0294551,32.32440519,236.26414
20-03-2025,236.2599945,171.8956829,197.1687963,32.48076981,234.78117
21-03-2025,248.7100067,171.8956829,196.7069908,32.57121627,234.21295
24-03-2025,278.3900146,171.8956829,196.4607908,35.32698313,237.3317
25-03-2025,288.1400146,171.8956829,197.513605,34.86837053,249.08173
26-03-2025,272.0599976,171.8956829,197.2430577,35.32074717,264.9992
27-03-2025,273.1300049,171.8956829,197.0779875,35.23295918,274.8111
28-03-2025,263.5499878,171.8956829,197.9774243,35.01695824,279.08017
31-03-2025,259.1600037,171.8956829,197.674411,36.58794037,276.43195
01-04-2025,268.4599915,171.8956829,197.5446555,35.68396236,269.57132
02-04-2025,282.7600098,171.8956829,197.8244905,35.68457739,264.71225
03-04-2025,267.2799988,171.8956829,197.2015429,35.14913904,265.7667
04-04-2025,239.4299927,171.8956829,198.6828324,34.49918239,265.2848
07-04-2025,233.2899933,171.8956829,197.8221736,34.92769369,256.95554
08-04-2025,221.8600006,171.8956829,197.3603681,33.71440506,245.61032
09-04-2025,272.2000122,171.8956829,197.1141681,33.44662964,232.9375
10-04-2025,252.3999939,171.8956829,198.1669823,32.68434295,235.55237
11-04-2025,252.3099976,171.8956829,197.896435,31.84810894,240.07484
14-04-2025,252.3500061,171.8956829,197.7313648,31.93017558,244.89648
15-04-2025,254.1100006,171.8956829,198.6308016,30.65598887,248.85565
16-04-2025,241.5500031,171.8956829,198.3277882,30.34434416,251.91801
17-04-2025,241.3699951,171.8956829,198.1980328,29.54829678,250.51462
21-04-2025,227.5,171.8956829,198.4778678,28.62286702,247.18645
22-04-2025,237.9700012,171.8956829,197.8549202,27.26638962,240.12411
23-04-2025,250.7400055,171.8956829,199.3362097,26.84734579,235.6113
24-04-2025,259.5100098,171.8956829,198.4755509,25.91607467,236.57222
25-04-2025,284.9500122,171.8956829,198.0137454,24.88468909,242.27808
28-04-2025,285.8800049,171.8956829,197.7675454,24.16418841,255.6838
29-04-2025,292.0299988,171.8956829,198.8203596,22.53984388,270.06644
30-04-2025,282.1600037,171.8956829,198.5498123,21.83697076,283.0198
01-05-2025,280.519989,171.8956829,198.3847421,20.61208644,288.9228
02-05-2025,287.2099915,171.8956829,199.2841789,19.28429135,288.92136
05-05-2025,280.2600098,171.8956829,198.9811655,17.73502694,287.44995
06-05-2025,275.3500061,171.8956829,198.8514101,15.88104577,283.4123
07-05-2025,276.2200012,171.8956829,199.1312451,14.98453731,277.7281
08-05-2025,284.8200073,171.8956829,198.5082975,13.60878579,272.94714
09-05-2025,298.2600098,171.8956829,199.989587,12.17877031,272.2147
12-05-2025,318.3800049,171.8956829,199.1289282,10.65626207,277.3892
13-05-2025,334.0700073,171.8956829,198.6671227,8.929453322,289.8536
14-05-2025,347.6799927,171.8956829,198.4209226,8.219135391,307.3106
15-05-2025,342.8200073,171.8956829,199.4737369,7.086270735,326.66144
16-05-2025,349.980011,171.8956829,199.2031895,5.95205902,339.98453
19-05-2025,342.0899963,171.8956829,199.0381194,5.577029931,348.2516
20-05-2025,343.8200073,171.8956829,199.9375562,4.294815439,348.5919
21-05-2025,334.6199951,171.8956829,199.6345428,4.045829139,345.00143
22-05-2025,341.0400085,171.8956829,199.5047874,3.381724289,337.37634
23-05-2025,339.3399963,171.8956829,199.7846224,2.714266275,331.875
27-05-2025,362.8900146,171.8956829,199.1616748,2.725382909,328.4154
28-05-2025,356.8999939,171.8956829,200.6429643,2.805086042,334.17987
29-05-2025,358.4299927,171.8956829,199.7823055,2.422357767,340.9782
30-05-2025,346.4599915,171.8956829,199.3205,1.985220728,346.99628
02-06-2025,342.6900024,171.8956829,199.0742999,3.276859961,347.2445
03-06-2025,344.269989,171.8956829,200.1271142,2.383670156,343.55316
04-06-2025,332.0499878,171.8956829,199.8565668,2.433763908,339.5617
05-06-2025,284.7000122,171.8956829,199.6914967,1.978472509,332.916
06-06-2025,295.1400146,171.8956829,200.5909335,1.431687598,313.07767
09-06-2025,308.5799866,171.8956829,200.2879201,2.242672399,296.43558
10-06-2025,326.0899963,171.8956829,200.1581647,1.164738738,289.89328
11-06-2025,326.4299927,171.8956829,200.4379997,1.031220904,295.10413
12-06-2025,319.1099854,171.8956829,199.8150521,0.401195315,305.06375
13-06-2025,325.3099976,171.8956829,201.2963416,-0.304225425,312.9355
16-06-2025,329.1300049,171.8956829,200.4356828,0.187502509,319.6029
17-06-2025,316.3500061,171.8956829,199.9738773,-0.929826345,324.8508
18-06-2025,322.0499878,171.8956829,199.7276772,-1.064850786,323.959
