Date,Actual,LSTM_Pred,GRU_Pred
2024-07-01,431.6600036621094,433.31714,447.99695
2024-07-02,417.4100036621094,434.51117,432.90588
2024-07-03,403.8399963378906,428.3133,417.07858
2024-07-04,379.2799987792969,416.44614,402.29755
2024-07-05,410.4400024414063,398.39328,380.87646
2024-07-06,411.0499877929688,391.6778,394.8509
2024-07-07,394.3599853515625,392.8641,401.82114
2024-07-08,394.9400024414063,393.3303,393.32996
2024-07-09,394.739990234375,393.7924,390.2987
2024-07-10,403.30999755859375,394.20718,389.23196
2024-07-11,396.3599853515625,397.0062,394.93695
2024-07-12,428.2200012207031,398.2939,392.57654
2024-07-13,413.8200073242188,407.57532,413.19543
2024-07-14,426.5,414.0873,411.1853
2024-07-15,424.0700073242188,420.96692,418.40927
2024-07-16,415.1099853515625,425.0919,419.04276
2024-07-17,412.3800048828125,423.74133,412.78174
2024-07-18,406.5799865722656,418.946,408.3338
2024-07-19,397.1499938964844,411.8974,402.81235
2024-07-20,398.0899963378906,402.94186,394.55936
2024-07-21,389.1000061035156,395.89682,392.4041
2024-07-22,400.2799987792969,389.35132,385.9497
2024-07-23,404.6000061035156,388.25745,391.41464
2024-07-24,383.6799926757813,391.62198,396.81052
2024-07-25,392.2099914550781,390.62622,384.71863
2024-07-26,378.1700134277344,390.32156,385.7408
2024-07-27,374.3200073242188,386.54614,376.9673
2024-07-28,361.6199951171875,381.10406,371.26718
2024-07-29,350.7300109863281,372.86102,360.93274
2024-07-30,328.5,362.5989,350.12756
2024-07-31,336.510009765625,348.26968,331.74503
2024-08-01,355.94000244140625,338.04486,330.5753
2024-08-02,355.8399963378906,337.72406,344.03775
2024-08-03,354.1099853515625,342.67316,350.0977
2024-08-04,360.55999755859375,348.88773,351.23206
2024-08-05,354.3999938964844,356.03906,355.66174
2024-08-06,337.79998779296875,360.18417,353.15042
2024-08-07,330.5299987792969,357.1976,340.91574
2024-08-08,302.79998779296875,349.31485,331.2589
2024-08-09,290.79998779296875,333.65656,309.59598
2024-08-10,281.95001220703125,315.19382,293.70743
2024-08-11,292.9800109863281,297.91327,282.56683
2024-08-12,284.6499938964844,288.2816,286.22733
2024-08-13,272.0400085449219,282.9184,283.5218
2024-08-14,279.1000061035156,278.25635,274.77338
2024-08-15,263.45001220703125,276.91138,275.8831
2024-08-16,262.6700134277344,274.03513,266.939
2024-08-17,222.1499938964844,271.02493,262.91504
2024-08-18,230.5800018310547,259.46884,236.13937
2024-08-19,248.08999633789062,248.21628,230.15334
2024-08-20,240.67999267578125,243.30975,239.48709
2024-08-21,249.979995727539,241.13391,240.17564
2024-08-22,238.00999450683597,243.03001,246.41153
2024-08-23,225.30999755859372,244.09642,241.79855
2024-08-24,235.8600006103516,241.80934,231.68686
2024-08-25,236.25999450683594,240.5059,233.69164
2024-08-26,248.71000671386722,239.98447,235.3311
2024-08-27,278.3900146484375,242.70093,243.99727
2024-08-28,288.1400146484375,253.152,266.4969
2024-08-29,272.0599975585937,267.8895,282.59613
2024-08-30,273.1300048828125,278.13806,278.4502
2024-08-31,263.54998779296875,283.86832,276.15176
2024-09-01,259.1600036621094,283.34927,268.5927
2024-09-02,268.4599914550781,278.41592,262.43274
2024-09-03,282.760009765625,274.29462,265.79993
2024-09-04,267.2799987792969,274.74692,276.68103
2024-09-05,239.42999267578122,273.8615,271.6931
2024-09-06,233.2899932861328,266.14804,251.51337
2024-09-07,221.8600006103516,255.3588,238.82393
2024-09-08,272.20001220703125,242.89134,226.84016
2024-09-09,252.3999938964844,243.36705,253.38432
2024-09-10,252.30999755859372,246.14694,254.24698
2024-09-11,252.35000610351557,249.87808,254.087
2024-09-12,254.11000061035156,253.40884,253.59943
2024-09-13,241.55000305175784,256.50333,254.34962
2024-09-14,241.36999511718747,255.88252,246.79933
2024-09-15,227.5,253.40637,243.2761
2024-09-16,237.97000122070315,247.36853,233.33685
2024-09-17,250.7400054931641,243.06981,235.5966
2024-09-18,259.510009765625,243.32368,245.05077
2024-09-19,284.95001220703125,247.90266,255.07321
2024-09-20,285.8800048828125,259.6525,275.32193
2024-09-21,292.0299987792969,273.08673,284.44995
2024-09-22,282.1600036621094,286.04492,291.32996
2024-09-23,280.5199890136719,293.3669,287.0362
2024-09-24,287.2099914550781,295.41202,283.42783
2024-09-25,280.260009765625,295.53662,285.90997
2024-09-26,275.3500061035156,292.73093,282.5588
2024-09-27,276.2200012207031,287.78708,277.89404
2024-09-28,284.82000732421875,283.02872,276.46863
2024-09-29,298.260009765625,281.47806,281.52542
2024-09-30,318.3800048828125,285.1788,292.47644
2024-10-01,334.07000732421875,295.7547,310.05536
2024-10-02,347.67999267578125,311.5826,327.27725
2024-10-03,342.82000732421875,330.1155,342.4844
2024-10-04,349.9800109863281,344.35526,344.3578
2024-10-05,342.0899963378906,354.46274,348.65982
2024-10-06,343.82000732421875,357.33063,344.42487
2024-10-07,334.6199951171875,355.78653,343.34506
2024-10-08,341.0400085449219,349.58902,336.63626
2024-10-09,339.3399963378906,344.14502,338.11798
2024-10-10,362.8900146484375,339.93747,337.7521
2024-10-11,356.8999938964844,343.6908,353.21173
2024-10-12,358.42999267578125,349.04993,355.4466
2024-10-13,346.4599914550781,354.44183,356.7903
2024-10-14,342.69000244140625,355.28897,348.88272
2024-10-15,344.2699890136719,352.59866,342.9934
2024-10-16,332.04998779296875,349.19543,341.81604
2024-10-17,284.70001220703125,343.0885,333.5492
2024-10-18,295.1400146484375,325.05115,299.2774
2024-10-19,308.5799865722656,308.61777,292.6363
2024-10-20,326.0899963378906,300.43344,299.9722
2024-10-21,326.42999267578125,302.8936,315.5831
2024-10-22,319.1099853515625,310.60168,322.6328
2024-10-23,325.3099975585937,317.65842,320.2937
2024-10-24,329.1300048828125,324.3951,322.8819
2024-10-25,316.3500061035156,330.27615,326.29596
2024-10-26,322.04998779296875,330.91266,319.18097
